Day  Month  Year           SSH               SST 
                           (m)               (C)

 6     4    2012     0.688802758232     18.1969359443
 7     4    2012     0.733970152214     18.6598406956
 8     4    2012     0.77730643563      18.9755241573
 9     4    2012     0.804773094133     19.1337321103
 10    4    2012     0.798059022054     18.9542832747
 11    4    2012     0.789513839409     18.700125128
 12    4    2012     0.769981993362     18.0899990872
 13    4    2012     0.778832361102     18.3895687759
 14    4    2012     0.795312356204     18.4159367681
 15    4    2012     0.78615680337      18.4210638776
 16    4    2012     0.778221990913     18.3353679031
 17    4    2012     0.783715322614     18.377117224
 18    4    2012     0.78279976733      18.251136817
 19    4    2012     0.787682728842     18.228431046
 20    4    2012     0.798364207149     18.2716452554
 21    4    2012     0.810571610928     18.3038728014
 22    4    2012     0.817896053195     18.2760399207
 23    4    2012     0.817896053195     18.2489394844
 24    4    2012     0.809045685455     18.1529892907
 25    4    2012     0.801110872999     18.1463972926
 26    4    2012     0.810876796022     18.2430799305
 27    4    2012     0.815454572439     18.4115421027
 28    4    2012     0.81484420225      18.5360576212
 29    4    2012     0.817590868101     18.6576433629
 30    4    2012     0.830408642069     18.7843562141
 1     5    2012     0.84688863717      18.8436841965
 2     5    2012     0.85848567076      18.9249855056
 3     5    2012     0.872524185106     18.9191259518
 4     5    2012     0.883510848507     18.8004699871
 5     5    2012     0.898770103231     18.7155064568
 6     5    2012     0.90823084116      19.1146885604
 7     5    2012     0.901516769081     19.149113439
 8     5    2012     0.886867884547     19.3776360378
 9     5    2012     0.889309365302     18.9118015096
